"Test","Batch","Maquina","Usuario","Total Pasos","Pasos Lentos","Tiempo Promedio Paso (min)","Estado","Error Type","Error Message","Origen Error"
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","@{name=batch23; type=tag; displayName=batch23}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: VICHADA; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","@{name=batch19; type=tag; displayName=batch19}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","UI","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=149.0.7827.156)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_422-422'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [af862502a24778818e8b7adefe7594e3, getElementAttribute {id=f.EE9E61775C859442C3B3D72BAA6AE5D5.d.58551D5A96AE752E276D044FC903A00C.e.249, name=class}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 149.0.7827.156, chrome: {chromedriverVersion: 149.0.7827.155 (07b52360cc1..., userDataDir: C:\Users\LEIDER~1.MUL\AppDa...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:55945}, goog:processID: 20432, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:55945/devtoo..., se:cdpVersion: 149.0.7827.156, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (af862502a24778818e8b7adefe7594e3)] -> css selector: .formio-component-servicio .custom-dropdown]
Session ID: af862502a24778818e8b7adefe7594e3; stackTrace=System.Object[]}",
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","@{name=batch17; type=tag; displayName=batch17}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","@{name=batch8; type=tag; displayName=batch8}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: MAGDALENA; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","@{name=batch29; type=tag; displayName=batch29}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: VALLE DEL CAUCA; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","@{name=batch15; type=tag; displayName=batch15}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Data","@{errorType=java.lang.RuntimeException; message=No se encontro el iframe OneScript para continuar con el formulario; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","@{name=batch22; type=tag; displayName=batch22}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Selenium","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","@{name=batch40; type=tag; displayName=batch40}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: PUTUMAYO; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","@{name=batch48; type=tag; displayName=batch48}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: MAGDALENA; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","@{name=batch5; type=tag; displayName=batch5}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: CUNDINAMARCA; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","@{name=batch4; type=tag; displayName=batch4}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando Departamento: ATLANTICO; stackTrace=System.Object[]; rootCause=}",
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","@{name=batch38; type=tag; displayName=batch38}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","@{name=batch49; type=tag; displayName=batch49}","COMEKSF031","Leider.Ardila","7","0","0","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","PORTFLEX25M","angela.perez.z","42","19","0,318","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","PORTFLEX25M","angela.perez.z","42","17","0,334","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","PORTFLEX25M","angela.perez.z","38","17","0,37","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","PORTFLEX25M","angela.perez.z","42","20","0,335","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","PORTFLEX25M","angela.perez.z","42","20","0,322","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","PORTFLEX25M","angela.perez.z","42","16","0,341","PASSED","","",""
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","PORTFLEX25M","angela.perez.z","42","23","0,468","PASSED","Selenium","[java.lang.AssertionError] Error al validar estado 'Abierto': Expected condition failed: waiting for visibility of element located by By.xpath: //button[contains(text(), 'Abierto')] (tried for 2 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.4'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","ValidarEstadoCaso.java:95"
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","PORTFLEX25M","angela.perez.z","16","5","0,125","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=02391d9f-0155-475a-8f9a-93504e9815cb","LoginWithCognito.java:104"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","PORTFLEX25M","angela.perez.z","16","3","0,102","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=13eaab55-f0b7-432d-986e-acaec2b1bb5c","LoginWithCognito.java:104"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","PORTFLEX25M","angela.perez.z","42","16","0,245","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","PORTFLEX25M","angela.perez.z","16","2","0,093","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=1f56a92c-3bb8-46f8-a178-b00ed1bbe36b","LoginWithCognito.java:104"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","PORTFLEX25M","angela.perez.z","42","16","0,269","PASSED","","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","PORTFLEX25M","angela.perez.z","42","19","0,344","PASSED","","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX25M","angela.perez.z","42","19","0,315","PASSED","","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX25M","angela.perez.z","42","22","0,458","PASSED","Selenium","[java.lang.AssertionError] Error al validar estado 'Abierto': Expected condition failed: waiting for visibility of element located by By.xpath: //button[contains(text(), 'Abierto')] (tried for 2 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.4'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","ValidarEstadoCaso.java:95"
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","PORTFLEX25M","angela.perez.z","42","21","0,421","PASSED","","",""
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","PORTFLEX25M","angela.perez.z","42","16","0,338","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","PORTFLEX25M","angela.perez.z","42","16","0,336","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","PORTFLEX25M","angela.perez.z","42","19","0,318","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","PORTFLEX25M","angela.perez.z","42","19","0,321","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","PORTFLEX25M","angela.perez.z","42","16","0,345","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","PORTFLEX25M","angela.perez.z","42","16","0,316","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","PORTFLEX25M","angela.perez.z","42","16","0,265","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","PORTFLEX25M","angela.perez.z","42","21","0,429","PASSED","","",""
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","PORTFLEX25M","angela.perez.z","42","16","0,338","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","PORTFLEX25M","angela.perez.z","42","19","0,323","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","PORTFLEX25M","angela.perez.z","42","19","0,334","PASSED","","",""
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","PORTFLEX25M","angela.perez.z","42","19","0,317","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","PORTFLEX25M","angela.perez.z","42","19","0,333","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","PORTFLEX25M","angela.perez.z","42","16","0,27","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","PORTFLEX25M","angela.perez.z","16","2","0,093","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=0106e08b-669e-484e-99f2-febbb082c3dc","LoginWithCognito.java:104"
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","PORTFLEX25M","angela.perez.z","16","5","0,123","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=07c0008d-bf82-46b8-aa0f-255d7d64c9f2","LoginWithCognito.java:104"
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","PORTFLEX25M","angela.perez.z","16","2","0,1","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=461ee5be-32d5-4b9c-9c46-e5186bba70f3","LoginWithCognito.java:104"
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","PORTFLEX25M","angela.perez.z","42","21","0,346","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","PORTFLEX25M","angela.perez.z","42","19","0,309","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","PORTFLEX25M","angela.perez.z","42","20","0,329","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","PORTFLEX25M","angela.perez.z","42","19","0,311","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","PORTFLEX25M","angela.perez.z","42","19","0,295","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","PORTFLEX25M","angela.perez.z","42","20","0,335","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","PORTFLEX25M","angela.perez.z","42","20","0,421","PASSED","","",""
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","PORTFLEX25M","angela.perez.z","42","19","0,343","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","PORTFLEX25M","angela.perez.z","16","5","0,13","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=0133c6b8-a0c2-4604-a5f0-66e3538587b2","LoginWithCognito.java:104"
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","PORTFLEX25M","angela.perez.z","42","20","0,341","PASSED","","",""
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","PORTFLEX25M","angela.perez.z","42","19","0,311","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","PORTFLEX25M","angela.perez.z","42","16","0,272","PASSED","","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","PORTFLEX25M","angela.perez.z","42","23","0,461","PASSED","Selenium","[java.lang.AssertionError] Error al validar estado 'Abierto': Expected condition failed: waiting for visibility of element located by By.xpath: //button[contains(text(), 'Abierto')] (tried for 2 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.4'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","ValidarEstadoCaso.java:95"
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","PORTFLEX25M","angela.perez.z","16","6","0,318","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=4d28de2e-4732-43cf-bae5-d2c41d19a5d3","LoginWithCognito.java:104"
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","PORTFLEX25M","angela.perez.z","42","19","0,3","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","PORTFLEX25M","angela.perez.z","42","16","0,248","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","PORTFLEX25M","angela.perez.z","42","16","0,263","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","PORTFLEX27M","jonathan.valencia.f","42","20","0,358","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","PORTFLEX27M","jonathan.valencia.f","42","20","0,304","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","PORTFLEX27M","jonathan.valencia.f","42","20","0,505","PASSED","","",""
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","PORTFLEX27M","jonathan.valencia.f","42","19","0,312","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","PORTFLEX27M","jonathan.valencia.f","42","19","0,287","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","PORTFLEX27M","jonathan.valencia.f","38","16","0,367","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","PORTFLEX27M","jonathan.valencia.f","42","23","0,526","PASSED","","",""
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","PORTFLEX27M","jonathan.valencia.f","42","19","0,302","PASSED","","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","PORTFLEX27M","jonathan.valencia.f","42","20","0,298","PASSED","","",""
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","PORTFLEX27M","jonathan.valencia.f","42","15","0,231","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","PORTFLEX27M","jonathan.valencia.f","42","19","0,305","PASSED","","",""
