"Test","Batch","Maquina","Usuario","Descripcion","Accion","Elemento","Valor","Tiempo (ms)","Tiempo (s)","Tiempo (min)","Estado","Error Type","Error Message","Origen Error","Archivo Origen"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","MAURICIO","mauro","Sara click estado programado","Click/Selecciona","estado programado","N/A","15557","15,56","0,259","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","MAURICIO","mauro","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","15600","15,60","0,26","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","MAURICIO","mauro","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","15553","15,55","0,259","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","MAURICIO","mauro","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","15530","15,53","0,259","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","MAURICIO","mauro","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","37","0,04","0,001","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","MAURICIO","mauro","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","33","0,03","0,001","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","27","0,03","0","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","8706","8,71","0,145","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Abre la pagina de casos","Otra","N/A","N/A","8440","8,44","0,141","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","8416","8,42","0,14","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","9483","9,48","0,158","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","9462","9,46","0,158","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","398","0,40","0,007","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'pruebas44' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas44","295","0,30","0,005","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","312","0,31","0,005","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'Ys2$X0fM1#' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Ys2$X0fM1#","237","0,24","0,004","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","244","0,24","0,004","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","And navega a agent","Ejecuta","And navega a agent","N/A","5635","5,64","0,094","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Navega a la pagina de agent","Otra","N/A","N/A","5624","5,62","0,094","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","436","0,44","0,007","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| NORTE DE SANTANDER | CUCUTA | NO | NO | AUTOS | CAMBIO LLANTAS |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| NORTE DE SANTANDER | CUCUTA | NO | NO | AUTOS | CAMBIO LLANTAS |","N/A","51641","51,64","0,861","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","51628","51,63","0,86","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","192","0,19","0,003","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","223","0,22","0,004","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","965","0,96","0,016","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","45497","45,50","0,758","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'Avenida Calle 69 # 69-30' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Avenida Calle 69 # 69-30","134","0,13","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'Carrera 45 # 50-19' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Carrera 45 # 50-19","140","0,14","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'Barrio Bosque Popular, Apt. 44' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio Bosque Popular, Apt. 44","149","0,15","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'Barrio Chapinero, Torre E' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio Chapinero, Torre E","126","0,13","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'Mitsubishi' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Mitsubishi","146","0,15","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","157","0,16","0,003","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters 'OBS-731155899920478' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-731155899920478","141","0,14","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","260","0,26","0,004","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","90011","90,01","1,5","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","89999","90,00","1,5","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","25","0,02","0","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","122","0,12","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","144","0,14","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","10191","10,19","0,17","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","79015","79,02","1,317","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","79001","79,00","1,317","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara click estado programado","Click/Selecciona","estado programado","N/A","15622","15,62","0,26","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","15623","15,62","0,26","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","15590","15,59","0,26","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","15596","15,60","0,26","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","117","0,12","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","MAURICIO","mauro","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","106","0,11","0,002","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","0","0,00","0","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","1378","1,38","0,023","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Abre la pagina de casos","Otra","N/A","N/A","1375","1,38","0,023","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","1372","1,37","0,023","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","5196","5,20","0,087","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","5192","5,19","0,087","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","286","0,29","0,005","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara enters 'pruebas22' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas22","181","0,18","0,003","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","218","0,22","0,004","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara enters 'Vh0#R8jS2$' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Vh0#R8jS2$","169","0,17","0,003","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","219","0,22","0,004","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","And navega a agent","Ejecuta","And navega a agent","N/A","5010","5,01","0,084","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Navega a la pagina de agent","Otra","N/A","N/A","5005","5,00","0,083","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","323","0,32","0,005","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| AMAZONAS | ARARA | NO | NO | AUTOS | MANTENIMIENTO PREVENTIVO |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| AMAZONAS | ARARA | NO | NO | AUTOS | MANTENIMIENTO PREVENTIVO |","N/A","50908","50,91","0,848","SUCCESS","","","","step_details_20260619_133939.xlsx"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","MAURICIO","mauro","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","50905","50,90","0,848","SUCCESS","","","","step_details_20260619_133939.xlsx"
